AT,V,AP,RH,PE
8.37,39.99,1010.36,93.26,482.31
20.51,48.6,1005.29,80.7,448
19.25,43.43,1012.01,73.26,451.08
27.1,79.74,1005.43,86.05,431.51
26.97,67.32,1014.35,55.07,439.61
11.23,43.67,1012.57,72.1,475.41
26.59,66.49,1013.32,49.76,439.72
23.22,66.56,1002.47,85.39,437.11
22.78,58.96,1013.65,57.06,452.03
14.95,43.72,1010.28,93.62,459.31
3.91,35.47,1016.92,86.03,488.67
11.82,41.17,1019.5,55.74,475.61
22.99,46.93,1014.15,49.42,451.41
12.71,43.02,1012.25,62.68,475.38
26.86,71.14,1007.11,76.61,426.97
29.79,68.24,1009.19,65.49,428.44
9.51,40.81,1015.69,82.52,475.29
23.57,61.47,1009.27,84.17,435.82
31.63,65.74,1010.83,50.59,437.54
23.46,73.18,1012.07,88.14,438.62
17.35,42.86,1014.62,74.16,465.16
15.03,42.44,1014.25,94.52,464.91
30.14,67.69,1006.54,57.05,426.91
6.4,39.9,1007.75,86.55,486.03
20.95,44.89,1010.48,67.97,450.39
24.85,71.98,1005.97,95.09,433.64
9.95,43.56,1014.85,82.62,477.88
16.73,54.3,1017.96,59.44,460.54
15.24,40,1017.34,65.16,454.64
28.11,77.95,1009.38,72.81,432.98
29.15,69.48,1008.68,55.78,430.54
22.57,68.3,1017.43,87.69,440.81
26.68,59.92,1009.94,70.57,438.67
29.12,67.83,1008.05,46.86,432.46
27.47,70.72,1009.97,74.62,443.25
14.42,48.92,1011.76,76.03,461.14
14.33,43.41,1015.43,55.4,462.94
13.31,42.18,1016,83.94,466.56
12.93,43.13,1014.91,55.7,474.88
23.04,74.99,1005.44,92.86,437.65
14.96,41.76,1024.07,73.17,463.26
12.64,41.79,1016.38,92.65,461.46
16.71,46.18,1011.61,95.82,459.4
28.19,68.08,1013.41,43.93,436.43
18.99,44.6,1014.7,40.11,463.48
24.2,60.95,1014.82,59.42,448.43
27,69.34,1008.88,74.4,439.26
8.32,39.64,1010.93,78.21,479.69
27.65,48.41,1008.54,58.25,440.94
25.43,72.39,1002.65,88.13,436.1
13.78,43.22,1011.31,69.7,463.71
18.56,42.28,1007.75,60.89,462.05
16.15,44.21,1020.76,85.41,462.02
9.43,41.4,1028.03,84.98,474.16
27.61,69.68,1012.79,77.01,438.31
23.85,72.43,1008.01,88.34,439.02
17.7,43.69,1016.98,61.98,462.63
24.55,58.86,1015.22,60.53,445.8
25.24,57.17,1010.44,74,442.77
15.79,44.89,1010.19,84.61,458.09
25.09,71.58,1010.17,86.01,434.51
16.2,38.73,1002.14,75.03,467.89
17.29,44.63,1019.6,41.98,460.66
10.97,40.6,1015,87.59,478.69
23.39,63.94,1010.54,89.94,441.44
21.39,62.96,1019.49,72.24,452.68
27.52,66.48,1004.99,52.54,429.67
34.48,74.34,1000.91,42.61,433.94
14.54,42.77,1019.61,81.82,466.37
11.11,37.5,1013.68,73.67,473.32
11.75,35.76,1018.99,57.92,473.01
10.9,41.46,1016.66,86.2,479.45
22.93,63.13,1011.6,77.09,448.02
13.63,43.22,1012.71,72.85,464.62
26.94,71.14,1011.63,62.74,434.03
24.58,71.94,1006.85,89.02,433.99
13.35,39.18,1023.24,61.98,469.34
24.62,72.24,1011.39,83.94,432.13
8.55,35.77,1016.15,73.32,481.44
26.79,62.44,1011.51,72.46,440.55
15.11,43.67,1012.06,91.75,467.82
25.54,49.16,1003.64,47.4,443.55
23.16,69.94,1004.92,68.68,438.48
9.88,37.83,1005.68,97.61,470.44
19.13,40.79,1004.47,91.7,457.83
14.4,42.99,1010.3,89.72,469.34
28.28,68.67,1006.36,69.9,435.29
20.06,56.53,1020.38,75.16,455.99
21.09,46.63,1013.03,74.8,453.34
25.44,70.17,1000.65,91.89,433.02
27.33,51.43,1006.18,67.6,439.12
8.85,40.22,1008.61,90.6,482.3
10.16,41.55,1005.69,58.04,477.27
10.28,39.61,1020.43,69.09,478.34
24.67,70.94,1007.99,75.64,443.51
8.19,41.66,1016.57,75.38,485.2
9.46,41.4,1026.78,87.58,480.82
8.36,40.67,1014.99,73.65,489.1
22.49,61.47,1009.14,90.23,437.01
19.15,44.89,1009.6,74.52,451.09
21.11,43.43,1010.1,62.62,447.83
18.19,44.06,1017.24,78.73,456.13
16,43.34,1013.89,78.39,462.33
10.39,40.22,1006.59,87.77,479.14
12.27,41.17,1019.39,52.18,473.84
26.52,63.94,1018.23,42.41,440.47
28.59,75.08,1005.58,60.3,442.7
15.97,52.72,1024.72,65.97,462.64
11.06,40.64,1021.47,96.16,479.13
3.85,35.47,1016.78,85.31,489.78
20.82,52.84,1004.13,79.42,449.59
16.65,56.89,1013.52,87.44,452.52
5.18,41.31,1000.59,92.14,485.2
21.91,58.62,1015.95,72.87,450.23
29.23,75.6,1017.72,52.26,438.92
5.37,38.68,1017.76,76.48,487.07
25.42,59.04,1011.98,68.78,444.51
19.09,44.63,1019.91,39.32,461.36
19.43,52.9,1018.35,61.12,456.08
27.07,77.95,1012.34,76.64,433.61
5.46,40.81,1025.73,93.52,474.87
27.04,65.06,1013.33,52.37,439.84
29.87,69.13,1001.08,72.75,426.47
13.69,41.74,1021.19,60.86,471.84
18.28,45,1022.47,43.03,471.42
25.86,76.2,1005.73,69.35,438.75
18.4,43.96,1012.4,77.81,464.63
24.42,63.31,1012.64,71.8,438.39
25.93,60.29,1017.62,50.03,444.04
31.07,73.5,1010.58,43.66,432.06
31.24,72.39,999.47,68.17,430.7
15.11,43.67,1012.06,91.75,467.82
29.76,57.19,1008.59,51.1,436.21
27.23,66.48,1005.23,52.38,432.55
12.29,40.71,1019.71,83.09,469.75
22.18,69.05,1002.75,70.84,442.14
30.29,59.22,1013.05,60.46,441.57
17.48,46.21,1014.02,80.78,455.35
10.63,44.2,1018.63,90.26,477.19
29.29,70.36,1006.64,60.82,431.26
17.74,50.88,1015.56,89.78,457.71
34.6,64.96,1003.3,34.32,427.65
31.42,70.17,999.3,61.22,430.78
10.73,44.92,1025.1,85.4,476.81
17.83,43.72,1008.64,78.72,453.86
23.82,44.89,1009.39,74.69,445.45
29.91,74.33,1013.22,39.76,430.26
15,41.35,1006.6,86.95,467.71
21.63,60.84,1018.16,77.53,445.93
13.69,44.85,1016.89,79.87,470.78
27.72,69.88,1007.58,72.25,434.02
20.27,63.09,1016.6,90.7,446.75
28.41,61.47,1008.94,56.56,442.54
18.84,61.27,1019.64,71.95,454.47
14.17,42.86,1030.94,66.47,466.2
7.7,40.35,1011.72,92.88,484.57
21.16,78.11,1006.73,78.11,435.71
17.66,44.9,1020.5,71.33,457.11
26.12,75.6,1017.41,72.31,439.68
16.5,39.72,1003.05,65.99,459.06
12.77,36.71,1013.29,86.4,475.59
15.48,41.66,1009.55,66.74,467.06
25.96,71.64,1003.84,86.83,432.93
29.24,64.33,1011.49,65.08,440.12
29.22,72.39,1000.87,77.39,430.24
11.7,41.16,1019.58,87.49,464.12
19.36,44.6,1016.25,45.65,464.56
7.19,39.37,1019.67,70.77,480.4
26.86,68.08,1012.99,50.04,436.25
27.36,66.54,1011.31,45.3,436.69
21.79,60.93,1006.44,87.68,443.01
22.64,70.98,1005.71,95.65,441.99
28.28,61.86,1012.07,64.49,439.65
19.79,64.45,1016.14,73.54,451.37
13.32,44.2,1020.02,78.78,465.57
9.56,41.55,1002.67,70.27,481.24
19.83,59.44,1012.98,91.24,446.15
13.83,40.78,1024.85,73.08,458.85
22.52,64.27,1014.34,82.77,445.4
25.15,62.91,1012.23,48.22,444.19
25.34,70.47,1006.46,83.94,433.34
26.06,49.02,1007.59,74.08,437.9
29.22,72.39,1000.87,77.39,430.24
26.72,74.87,1010.18,70.74,441.93
34.33,69.05,1000.89,37.9,430.56
14.01,42.74,1029.16,68.31,466.15
10.71,41.93,1018.23,90.88,478.76
16.1,36.71,1013.58,74.41,471.46
19.5,65.12,1015.53,73.87,453.99
26.1,74.16,1009.42,85.4,437.18
18.66,56.53,1020.13,80.04,459.45
19.41,49.39,1020.84,81.89,449.24
24.23,56.89,1012.32,68.04,441.29
13.25,34.03,1018.94,72.1,470.46
16.12,45.87,1008.15,86.12,457.41
13.61,41.74,1021.66,62.83,471.79
11.34,41.54,1020.25,75.83,477.24
27.65,48.41,1008.54,58.25,440.94
8.14,36.24,1013.15,87.85,480.25
18.77,49.21,1012.2,58.69,454.86
20.67,57.5,1014.42,81.89,453.29
28.43,69.59,1008.79,73.33,439.26
19.69,56.65,1020.72,70.86,456.18
23.19,67.07,1005.67,65.19,442.45
22.88,59.21,1011.51,86.93,440.25
10.52,41.78,1013.54,71.52,474.58
12.6,40.35,1011.89,80.88,475.42
9.27,42.02,1004.29,95.05,474.93
6.71,40.72,1022.78,80.69,483.11
13.07,42.18,1014.98,87.77,461.71
20.78,60.84,1018.66,80.4,445.82
10.15,41.17,1019.38,82.3,480.71
14.41,42.77,1019.84,82.54,465.89
26.24,49.82,1014.9,55.58,452.41
14.99,41.35,1004.56,98.9,466.85
24.06,71.25,1002.39,92.18,438.85
12.72,44.9,1007.6,71.8,463.49
31.11,74.16,1012.2,58.86,435.69
30.74,79.05,1005.78,73.19,430.69
19.65,51.3,1014.81,90.23,452.5
29.13,62.26,1010.51,52.94,436.37
23.39,69.13,1010.99,90.66,434.5
30.36,68.08,1010.76,51.32,429.97
31.74,79.74,1007.07,61.47,431.72
7.05,40.69,1020.53,89.67,476.75
31.04,66.54,1003.83,53.05,431.66
7.65,41.01,1024.31,97.17,475.89
18.32,45,1022.67,46.38,471.43
14.48,39,1016.75,75.97,464.56
13.51,43.41,1015.94,75.22,463.86
10.09,41.62,1015.21,96.56,463.86
22.69,48.14,1013.7,62.05,448.52
12.1,41.58,1014.41,90.22,462.28
5.71,40.77,1022.51,89.58,485.75
16.23,43.69,1016.4,68.9,466.22
4.78,42.85,1013.07,94.72,479.09
21.4,68.28,1008.2,60.34,450.22
31.61,69.04,1008.11,47.96,439.19
15.63,40.56,1018.68,59.44,472.15
14.1,42.74,1026.92,67.25,466.1
23.62,56.85,1011.11,64.44,442.96
6.63,39.37,1020.33,76.18,489.16
25.71,71.73,1009.72,75.29,434.16
27.16,72.58,1009.24,90.26,429.59
30.64,74.87,1009.44,59.01,437.43
17.58,39.63,1004.84,80.43,467.33
14.48,46.18,1015.83,92.15,462.3
16.85,52.9,1019.47,81.28,460.84
10.87,44.71,1021.38,58.22,484.63
22.8,73.17,1011.87,91.57,437.98
21.36,68.28,1007.6,72.37,445.91
25.72,59.21,1012.37,66.62,437.72
15.65,39.59,1012.8,87.63,461.94
30.87,67.32,1013.78,34.54,436.96
18.82,61.27,1019.5,72.23,455.29
18.18,50.16,1010.22,99.73,451.14
18.58,44.6,1016.61,48.15,459.06
27.1,79.74,1005.43,86.05,431.51
18.39,52.08,1006.53,100.09,449.96
14.13,43.41,1015.26,55.63,461.96
10.74,40.05,1015.45,87.33,477.93
15.28,48.14,1012.55,69.65,460.75
15.86,43.5,1021.22,75.38,459.42
21.44,63.09,1016.56,90.11,444.19
17.37,41.23,998.79,68.44,461.08
22.05,61.27,1019.6,58.83,447.95
14.68,41.23,998.43,83.71,469.25
21.69,42.23,1013.05,67.55,461.56
11.88,40.64,1020.5,85.43,470.06
4.27,39.64,1010.99,84.85,487.19
27.18,64.44,1012.81,61.27,440.3
18.68,53.29,1018.16,75.01,459.89
31.03,69.98,1011.33,52.16,436.13
21.7,70.32,1009.12,91.3,438.52
29.14,67.45,1015.51,46.47,433.34
12.03,41.58,1015.09,90.43,464.02
13.63,43.5,1022.12,84.32,468.28
6.1,39.33,1010.4,95.34,491.37
25.77,58.59,1012.51,55.84,449.65
6.64,39.04,1018.84,74.94,481.53
11.35,38.91,1017.93,83.45,474.22
16.37,53.16,1014.89,74.84,459.52
26.16,63.76,1010.03,68.77,437.24
12.69,40.71,1021.62,80.19,477.14
19.66,59.87,1018.75,87.6,446.28
30.17,76.86,998.23,73.61,430.3
13.83,45.08,1024.2,80.52,465.5
33.63,77.54,1009.82,58.04,431.81
27.37,63.31,1012.89,60.11,439.15
14.93,39.16,1007.25,72.35,463.2
27.19,64.27,1013.06,58.13,444.54
20.91,59.14,1017.25,74.7,442.67
31.53,74.99,1003.93,58.29,432.34
12.14,40.83,1010.56,78.31,474.82
5.82,40.78,1024.82,96.01,470.02
31.59,43.5,1005.12,43.5,429.96
16.18,41.66,1010.01,65.62,465.82
13.69,41.74,1021.19,60.86,471.84
31.59,43.5,1005.12,43.5,429.96
32,71.85,1008.44,53.59,427.95
24.4,62.26,1011.62,70.1,439.06
12.91,41.66,1013.37,71.52,469.71
25.82,57.19,1007.99,62.95,440.8
4.23,38.44,1016.46,76.64,489
13.17,38.52,1018.5,83.77,468.82
9.64,39.85,1012.9,83.82,478.37
19.12,58.79,1017.34,92.45,447.02
16.98,43.99,1021.65,81.17,456.07
10.73,25.36,1009.35,100.15,469.43
37.11,68.94,1006.23,31.15,429.25
11.27,40.62,1017.03,61.94,471.26
30.85,67.45,1014.53,32.99,430.8
28.39,65.51,1014.52,66.48,438.78
24.18,59.92,1009.88,79.54,438.85
31.25,69.51,1010.25,36.83,428.77
10.8,41.62,1012.84,93.84,462.84
25.52,61.25,1012.84,75.98,435.48
24.33,49.16,1003.46,61.04,441.2
29.3,67.69,1007.17,55.5,430.72
16.49,41.93,1022.92,44.98,467.48
28.14,43.21,1011.82,69.32,436.53
24.99,58.79,1016.37,67.16,439.2
14.12,42.99,1007.13,78.16,468.45
18.55,41.1,1002.02,65.16,459.97
17.35,39.72,1003,64.62,459.83
19.79,60.1,1010.47,84.04,452.41
12.84,39.54,1011.47,89.86,468.22
24.27,74.99,1007.73,82.49,438.26
17.08,38.58,1015.41,73.42,461.49
15.4,40.69,1015.1,70.25,471.66
13.97,53.82,1016.81,62.32,465.24
26.07,69.23,1013.32,54.03,436.94
9.62,41.01,1019.43,97.99,467.34
24.98,60.32,1016.39,63.12,446.46
21.41,56.9,1007.03,79.41,441.41
19.16,63.09,1017.71,91.15,449.51
31.73,74.67,1016.38,44.51,425.34
28.36,69.88,1007.75,84.17,434.03
12.04,43.69,1016.58,80.16,474.97
5.8,45.87,1009.14,92.06,481.6
20.86,39.72,1001.73,56.38,456.27
11.83,44.6,1018.49,89.06,469.96
18.81,61.87,1009.71,70.47,448.49
14.35,40.71,1023.09,69.5,473.56
30.92,78.05,1011,59.62,434.12
17.37,48.92,1011.91,58.4,455.53
24.73,69.94,1006.09,59.15,439.86
8.19,41.66,1016.57,75.38,485.2
20.89,67.71,1006.12,59.12,445.39
7.81,40.71,1023.32,82.08,475.46
11.61,41.17,1019.57,58.82,476.81
11.48,41.14,1027.67,90.5,464.07
31.17,70.98,1007.19,67.34,431.01
22.47,48.6,1002.33,63.23,445.98
33.83,67.9,1005.94,29.86,428.12
16.97,42.86,1013.92,74.8,463.62
19.65,45.01,1014.18,56.77,451.63
15.48,53.82,1016.1,64.77,462.69
10.04,39.66,1015.84,82.31,480.63
23.88,67.9,1005.99,67.58,446.34
20,39.53,1007.59,62.09,456.28
10.72,35.76,1019.71,62.26,473.48
18.33,49.64,1025.36,62.57,468.14
28.69,67.25,1017.71,53.83,432.21
9.38,43.7,1015.45,90.47,481.52
16.81,42.86,1013.83,77.11,464.36
34.1,73.03,1014.01,41.26,437.65
21.93,61.45,1008.92,98.54,443.91
30.8,73.17,1010.51,51.93,432.24
6.33,39.33,1012.06,93.16,492.22
22.63,58.49,1010.94,72.7,448.38
16.12,45.87,1008.15,86.12,457.41
24.8,72.24,1011.58,83.61,435.25
21.08,63.13,1013.53,98,443.51
15.29,38.73,1000.9,81.17,468.62
28.95,73.4,1011.33,55.14,440.67
28.33,68.14,1004.63,71.21,431.27
22.59,65.06,1014.36,62.44,444.6
16.73,58.59,1015.02,89.61,455.3
11.01,37.5,1015.08,73.36,474.36
15.99,49.21,1015.17,76.4,463.47
30.53,65.18,1012.69,41.85,437.89
27.08,63.78,1015.04,50.8,447.24
15.55,43.71,1024.34,79.61,465.14
26.86,70.47,1007.18,72.38,434.59
26.54,66.51,1015.39,51.22,440.04
30.8,73.56,1007.39,75.78,432.43
15.33,42.28,1008.19,66.15,465.2
24.31,66.49,1011.38,54.35,440.79
13.5,45.51,1015.33,86.95,469.08
8.99,41.26,1020.52,91.96,476.09
20.03,57.19,1007.31,81.69,446.46
26.43,51.43,1006.3,71.48,441.01
21.01,44.05,1010.61,64.12,445.07
20.51,68.08,1012.73,78.05,445.96
22.1,58.33,1013.71,69.09,441.31
21.81,60.27,1015.93,91.38,441.85
19.64,56.65,1020.79,73.88,456.03
12.38,44.2,1020.23,81.5,467.04
12.29,42.18,1016.53,83.13,468.75
21.07,67.07,1004.64,86.16,446.05
22.35,66.44,1011.19,65.41,445.27
12.07,39.99,1009.7,93.27,473.06
15.21,50.88,1014.24,100.11,460.56
14.04,48.79,1017.62,75.25,464.09
27.11,70.04,1009.76,71.25,431.96
13.16,40.71,1021.99,77.91,475.87
14.75,40.66,1016.7,81.65,463.83
34.53,73.03,1013.53,36.74,437.03
14.42,41.16,1004.32,88.42,467.25
24.49,49.82,1017.09,64.02,451.42
24.57,66.54,1004.44,83.15,432.41
15.47,46.48,1007.69,91.07,462.58
14.31,42.86,1031.14,69.6,465.36
21.01,51.19,1008.44,81.49,446.2
20.37,54.9,1016.94,65.86,453.94
31.02,69.51,1011.16,47.64,431.15
22.08,55.5,1018.42,58.46,455.79
10.12,40,1021.15,91.67,479.62
24.31,63.86,1019.47,58.54,442.69
14.65,39.28,1014.04,77.98,470.41
26.16,67.9,1005.81,61.02,444.06
17.07,44.9,1020.74,70.18,460.19
20.05,42.48,1012.29,85.09,457.01
27.89,73.17,1009.85,64.22,432.83
16.69,46.18,1011,97.85,458.57
17.97,65.94,1012.92,88.22,448.88
23.83,58.79,1009.77,78.13,444.34
13.32,38.73,1005.37,88.48,472.33
13.52,40.83,1008.31,84.14,471.95
10.57,37.73,1024.36,70.29,474.65
14.12,39.4,1008.02,76.45,468.63
13.69,41.74,1021.19,60.86,471.84
11.9,39.16,1016.53,84.59,477.75
10.56,40.22,1005.08,89.71,478.02
27.66,76.86,1001.31,69.47,436.64
11.5,40.78,1023.91,86.31,467.74
16.09,48.78,1015.78,91.12,454.23
10.72,41.17,1019.68,60.71,479.21
26.94,73.21,1002.83,91.25,431.19
17.77,56.53,1019.57,79.89,457.94
14.04,40.2,1013.29,89.54,465.25
18.25,60.1,1009.72,90.15,456.25
14.64,42.77,1017.59,79.6,464.27
22.54,63.91,1012.15,84.91,446.64
15.52,43.7,1015.8,76.27,466.38
28.65,70.32,1008.46,58.13,433.45
28.73,73.91,1004.91,70.17,436.12
13.03,42.86,1014.39,86.25,475.03
11.92,40.62,1015.91,55.4,464.9
19.09,43.14,1012.34,45.75,463.3
14.78,54.3,1016.96,68.53,463.75
25.79,63.9,1014.39,60.49,442.7
13.93,44.47,1025.35,81.54,469.25
19.82,41.67,1012.92,51.92,456.87
19.76,62.1,1020.07,73.55,450.44
28.35,70.32,1009.22,47.13,427.21
16.15,44.21,1020.76,85.41,462.02
23.55,65.12,1016.23,66.65,446.44
9.78,40.03,1017.33,92.11,480.59
27.91,64.79,1017.7,48.29,440.53
21.7,64.44,1014.95,73.33,448.51
29.25,71.94,1007.18,63.62,427.49
13.97,45.01,1017.44,89.15,461.96
21.73,50.32,1008.51,84.62,442.1
19.97,50.78,1008.75,92.7,446.57
24.1,71.29,1007.96,67.56,442.8
30.3,73.67,1005.57,58.74,431.57
16.48,41.35,1005.61,89.07,465.64
32.07,67.83,1007.91,41.61,429.31
10.07,41.39,1019.89,70.53,480.54
27.5,65.34,1014.93,47.46,439.59
26.09,49.3,1003.79,66.19,439.82
13.69,44.85,1016.89,79.87,470.78
8.53,38.18,1017.54,76.49,480.86
7.5,38.06,1021.96,83.45,485.98
26.41,68.24,1010.6,77.79,428.52
27.07,65.59,1012.14,63.93,442.71
24.79,75.6,1017.07,68.23,440.05
17.14,40.55,1000.05,71.41,461.21
11.47,40.27,1005.39,77.4,479.44
22.92,60.37,1007.05,89.94,438.86
4.99,39.04,1020.45,78.89,472.52
29.89,65.74,1012.95,51.36,438.24
19.72,44.78,1009.27,39.18,464.54
22.75,70.94,1008.03,81.95,439.91
22.64,59.27,1012.58,83.55,446.2
13.63,43.22,1012.71,72.85,464.62
32.91,73.68,1014.49,50.62,426.28
7.22,41.01,1025.19,97.27,476.15
9.68,41.44,1015.19,87.34,479.89
10.24,39.28,1010.13,81.61,477.53
12.05,49.83,1008.54,95.11,454.18
7.89,40.46,1019.61,74.53,477.27
16.52,42.24,1017.51,67.65,469.13
24.55,58.86,1015.22,60.53,445.8
19.65,57.85,1011.73,93.89,450.5
26.6,61.02,1010.26,66.16,436.19
17.66,44.9,1020.5,71.33,457.11
26.22,65.34,1015.17,47.25,444.06
7.14,41.22,1016.6,97.09,435.58
9.76,40.71,1020.88,91.82,470.95
13.98,54.3,1015.58,74.91,466.52
13.75,40.89,1011.21,82.8,471.42
24.81,67.17,1007.71,84.37,442.75
21.65,56.89,1013.13,66.07,445.93
25.97,43.21,1011.9,88.73,434.83
24.93,47.01,1014.28,66.04,455.06
6.86,42.49,1007.95,93.96,486.14
16.13,43.48,1014.41,50.05,459.47
13.47,41.14,1026.09,82.96,463.67
24.29,57.5,1014.85,67.28,449.98
13.77,42.86,1030.72,77.3,471.38
24.86,44.05,1005.69,66.65,447.2
10.15,41.14,1025.5,91.54,473.56
28.18,64.84,1009.22,56.04,443.65
30.38,74.16,1007.44,74.77,432.84
24.35,70.04,1010.92,73.88,438.4
26.31,66.48,1005.93,63.9,432.89
17.59,65.48,1018.96,81.34,454.51
20,56.53,1020.43,75.94,454.86
7.29,41.04,1024.06,89.19,474.71
21.09,50.9,1012.42,69.09,456.09
30.24,68.24,1009.68,64.67,426.25
6.76,39.22,1013.91,77,487.08
23.95,58.79,1010.45,74.34,448.32
13.98,44.84,1023.6,89.09,462.81
17.7,50.88,1015.44,89.57,456.78
22.93,62.26,1011.25,83.66,438.34
15.24,48.6,1007.08,86.49,459.85
28.01,51.43,1011.6,49.2,449.82
27.37,72.58,1008.16,79.94,428.05
25.14,60.29,1017.91,53.3,444.5
24.14,60.07,1016.56,58.08,440.17
23.57,70.04,1011.06,82.79,437.53
11.02,38.28,1013.51,95.66,472.11
9.75,42.49,1010.57,83.63,480.35
13.31,42.18,1016,83.94,466.56
29.79,67.69,1006.86,55.93,428.71
12.54,40.1,1015.73,84.29,475.02
26.94,71.14,1011.63,62.74,434.03
19.33,58.96,1014.88,67.86,456.54
10.1,41.79,1019.36,78.07,474.09
16.84,56.03,1020.25,70.37,437.14
9.11,40.02,1031.1,83.02,479.03
17.27,44.9,1007.85,78.8,454.19
24.81,60.95,1014.72,54.71,446.09
20.84,65.06,1016.88,71.93,445.74
22.92,60.37,1007.05,89.94,438.86
16.56,42.99,1007.48,74.45,464.62
13.7,43.22,1012.01,71.57,463.99
33.4,70.8,1009.17,57.01,432.46
27.98,58.33,1013.92,54.25,437.76
27.01,65.06,1013.16,53.02,439.81
25.92,60.95,1014.62,48.46,442.84
23.55,62.96,1020.16,70.16,447.65
26.24,49.82,1014.9,55.58,452.41
8.16,39.72,1020.54,82.11,480.21
9.82,41.04,1026.72,77.28,473.98
18.37,44.89,1010.61,86.74,454.37
10.8,39.58,1011.99,87.54,478.24
13.54,40.69,1015.85,77.55,471.05
10.77,41.44,1016.72,75.27,479.19
23.36,65.18,1012.35,78.09,436.39
21.52,66.51,1015.32,72.85,444.87
11.52,40.75,1016.23,85.18,477.19
22.32,69.48,1011.1,77.86,439.49
22.25,43.79,1015.78,52.68,461.93
18.91,45.01,1012.9,59.81,456.12
30.36,68.08,1010.76,51.32,429.97
24.64,58.79,1009.82,73.96,444.26
14.04,48.79,1017.62,75.25,464.09
21.98,58.79,1010.72,86.85,448.84
28.76,66.56,1006.07,62.41,432.3
32.21,68.14,1003.34,62.44,426.56
11.09,42.44,1014.18,92.81,478.37
31.04,74.67,1015.85,43.32,435.17
22.88,59.21,1011.51,86.93,440.25
22.78,58.96,1013.65,57.06,452.03
19.46,56.89,1014.02,84.95,447.86
23.93,65.59,1011.09,87.26,444.9
11.24,25.36,1009.26,97.47,469.92
22.66,69.84,1006.16,82.79,439.06
29.26,69.34,1009.76,58.64,435.32
26.34,69.04,1009.44,72.06,444.13
27.78,73.56,1007.05,95.32,436.5
22.49,62.52,1016.57,63.69,451.87
30.16,73.17,1010.74,58.99,434.43
32.5,71.37,1003.75,43.8,433.7
28.41,66.91,1008.22,57.93,440.52
13.52,40.83,1008.31,84.14,471.95
26.02,68.67,1006.73,75.19,440.12
7.77,41.82,1032.72,72.8,479.4
21.29,47.45,1008.85,71.6,447.78
18.37,58.96,1015.5,67.79,460.25
5.11,39.4,1012.16,92.14,488.56
29.79,67.69,1006.86,55.93,428.71
25.56,70.32,1009.07,90.63,433.72
25.56,75.6,1017.37,69.31,442.2
7.55,43.65,1019.09,61.71,481.61
8.48,42.49,1010.77,88.68,483.5
13.69,40.1,1014.38,83.57,470.76
21.41,59.43,1010.27,74.54,442.85
30.16,73.17,1010.74,58.99,434.43
21.98,48.41,1008.42,84.86,444.6
17.47,43.77,1012.25,76.78,456.41
10.15,41.46,1019.78,83.56,481.31
8.83,43.56,1014.9,81.55,482.43
10.66,37.5,1009.42,95.86,472.86
18.65,52.08,1005.48,99.94,449.55
31.54,77.24,1007.83,62.98,430.07
30.71,71.85,1008.07,72.05,425.16
23.63,73.5,1011.46,89.39,438.21
26.33,61.41,1011.9,52.1,452.79
11.52,40.03,1017.56,87.87,472.31
13.05,44.34,1018.47,81.2,473.4
9.96,41.55,1002.59,65.86,475.91
29.34,70.94,1007.82,62.43,433.57
21.75,65.12,1015.53,66,452.89
20.65,41.67,1012.76,45.27,455.5
30.08,67.25,1017.57,47.77,432.1
26.3,51.43,1012.05,63.62,442.28
28.62,69.98,1013.3,68.53,432.11
12.02,39.69,1006.05,84.66,470.17
30.3,73.9,1006.72,55.13,440.79
13.98,44.58,1016.48,77.59,473.01
12.27,49.83,1007.75,92.02,467.1
15.09,44.34,1019.46,60.49,468.8
30.19,66.54,1004.39,61.43,428.37
13.95,40.2,1013.18,90.77,464.79
26.53,65.61,1014.29,50.9,442.64
24.4,60.32,1016.5,70.96,447.73
23.55,65.12,1016.23,66.65,446.44
31.28,75.08,1005.39,49.53,438.63
30.24,69.88,1007.9,61.46,436.37
15.49,39,1016.01,71.31,462.28
24.88,63.91,1009.41,77.75,447.28
34.33,69.05,1000.89,37.9,430.56
14.78,54.3,1016.96,68.53,463.75
18.34,65.94,1013.27,85.42,451.29
19.66,42.18,1001.51,95.75,454.46
10.37,37.83,1006.5,90.99,470.66
13.85,45.08,1024.86,83.85,468.35
8.51,34.69,1026.96,75.34,481.83
18.16,39.99,1007.73,70.54,463.69
18.02,49.78,1003.86,100.09,451.41
12.99,41.93,1020.25,74.64,472.95
24.44,69.84,1005.34,80.37,430.3
25.41,65.12,1016.01,53.39,442.86
24.18,66.48,1004,64.86,434.5
23.4,72.99,1009.48,88.82,438.51
21.95,50.66,1013.92,70.94,455.23
33.42,68.51,1011.91,45.83,427.66
26.25,61.02,1011.47,71.22,436.44
17.83,43.72,1008.64,78.72,453.86
26.2,71.73,1010.14,76.14,430.89
11.36,40.75,1016.34,85.19,477.5
23.48,60.23,1011.91,79.48,437.44
22.82,64.63,1020.78,66.73,449.34
23.78,69.71,1008.79,83.17,443.06
17.48,49.39,1021.51,84.53,460.01
13.65,42.74,1026.58,71.48,468.87
14.83,53.82,1016.57,63.47,464
13.39,44.58,1016.5,79.26,474.7
12.91,41.16,1011.9,89.19,472.71
19.02,47.45,1007.44,76.76,453.08
17.44,44.88,1018.05,68.35,465.72
14.93,42.44,1012.65,86.8,471.24
